datetime_utc,temperature
20030710-00:30,26
20030710-01:00,26
20030710-01:30,26
20030710-02:00,26
20030710-02:30,26
20030710-03:00,26
20030710-03:30,27
20030710-04:00,27
20030710-04:30,27
20030710-05:00,27
20030710-05:30,27
20030710-06:00,28
20030710-06:30,28
20030710-07:00,28
20030710-07:30,29
20030710-08:00,29
20030710-08:30,29
20030710-09:00,28
20030710-09:30,28
20030710-10:00,28
20030710-10:30,27
20030710-11:00,28
20030710-11:30,28
20030710-12:00,27
20030710-12:30,27
20030710-13:00,27
20030710-13:30,27
20030710-14:00,27
20030710-14:30,27
20030710-15:00,27
20030710-15:30,26
20030710-16:00,26
20030710-16:30,26
20030710-17:00,26
20030710-17:30,26
20030710-18:00,26
20030710-18:30,26
20030710-19:30,26
20030710-20:30,26
20030710-21:00,26
20030710-22:00,25
20030710-22:30,25
20030710-23:00,25
20030710-23:30,25
20030711-00:00,24
20030711-00:30,24
20030711-01:00,25
20030711-01:30,25
20030711-02:30,25
20030711-03:00,26
20030711-03:30,26
20030711-04:00,26
20030711-04:30,26
20030711-05:00,27
20030711-05:30,27
20030711-06:00,27
20030711-06:30,27
20030711-07:00,28
20030711-07:30,29
20030711-08:00,29
20030711-08:30,29
20030711-09:00,29
20030711-09:30,29
20030711-10:00,29
20030711-10:30,29
20030711-11:00,29
20030711-11:30,29
20030711-12:30,27
20030711-13:00,26
20030711-14:00,25
20030711-14:30,25
20030711-15:00,25
20030711-15:30,25
20030711-16:00,25
20030711-17:00,25
20030711-17:30,25
20030711-18:00,25
20030711-18:30,25
20030711-19:00,25
20030711-19:30,26
20030711-21:00,25
20030711-21:30,25
20030711-22:00,25
20030711-22:30,25
20030711-23:00,25
20030711-23:30,25
20030712-00:00,25
20030712-00:30,25
20030712-01:00,25
20030712-01:30,25
20030712-02:00,26
20030712-02:30,26
20030712-03:00,26
20030712-03:30,27
20030712-04:00,27
20030712-04:30,27
20030712-05:00,27
20030712-05:30,27
20030712-06:00,28
20030712-06:30,27
20030712-07:00,27
20030712-07:30,27
20030712-08:00,27
20030712-08:30,27
20030712-09:00,27
20030712-09:30,28
20030712-10:30,28
20030712-11:00,28
20030712-11:30,28
20030712-12:00,28
20030712-12:30,28
20030712-13:00,28
20030712-13:30,28
20030712-14:30,28
20030712-15:00,28
20030712-15:30,28
20030712-16:00,28
20030712-16:30,27
20030712-17:00,28
20030712-17:30,28
20030712-18:00,28
20030712-18:30,
20030712-19:00,28
20030712-19:30,28
20030712-20:00,28
20030712-20:30,28
20030712-21:30,27
20030712-22:00,27
20030712-22:30,27
20030712-23:00,27
20030712-23:30,27
20030713-00:00,27
20030713-00:30,27
20030713-01:00,27
20030713-01:30,27
20030713-02:00,27
20030713-02:30,27
20030713-03:00,27
20030713-03:30,28
20030713-04:00,29
20030713-04:30,29
20030713-05:00,29
20030713-05:30,29
20030713-06:00,30
20030713-06:30,30
20030713-07:00,31
20030713-07:30,31
20030713-08:00,32
20030713-08:30,31
20030713-09:00,31
20030713-09:30,31
20030713-10:00,32
20030713-10:30,32
20030713-11:00,32
20030713-11:30,32
20030713-12:00,32
20030713-12:30,32
20030713-13:00,30
20030713-13:30,28
20030713-14:00,27
20030713-14:30,27
20030713-15:00,27
20030713-16:00,27
20030713-16:30,27
20030713-17:00,28
20030713-17:30,28
20030713-18:00,28
20030713-18:30,28
20030713-19:00,28
20030713-19:30,28
20030713-20:00,28
20030713-21:00,28
20030713-21:30,28
20030713-22:00,28
20030713-22:30,28
20030713-23:00,28
20030713-23:30,28
20030714-00:00,28
20030714-00:30,27
20030714-01:00,27
20030714-01:30,27
20030714-02:30,28
20030714-03:00,29
20030714-03:30,29
20030714-04:00,29
20030714-04:30,29
20030714-05:00,30
20030714-05:30,31
20030714-06:00,31
20030714-06:30,32
20030714-07:30,32
20030714-08:00,32
20030714-08:30,33
20030714-09:00,33
20030714-09:30,34
20030714-10:00,34
20030714-10:30,34
20030714-11:00,34
20030714-11:30,34
20030714-12:00,34
20030714-12:30,34
20030714-13:00,33
20030714-13:30,33
20030714-14:00,33
20030714-14:30,31
20030714-15:00,31
20030714-15:30,33
20030714-16:30,31
20030714-17:00,31
20030714-17:30,31
20030714-18:00,30
20030714-18:30,30
20030714-19:00,30
20030714-19:30,29
20030714-20:00,29
20030714-20:30,29
20030714-21:00,29
20030714-21:30,29
20030714-22:00,28
20030714-23:00,29
20030714-23:30,28
20030715-00:00,28
20030715-00:30,28
20030715-01:00,28
20030715-01:30,28
20030715-02:00,28
20030715-03:00,29
20030715-03:30,29
20030715-04:00,29
20030715-04:30,30
20030715-05:00,30
20030715-05:30,30
20030715-06:00,30
20030715-06:30,30
20030715-07:00,31
20030715-07:30,31
20030715-08:00,31
20030715-08:30,32
20030715-09:30,31
20030715-10:00,31
20030715-10:30,31
20030715-11:30,31
20030715-12:00,31
20030715-12:30,31
20030715-13:30,31
20030715-14:00,31
20030715-14:30,31
20030715-15:00,30
20030715-15:30,30
20030715-16:00,30
20030715-16:30,30
20030715-17:00,29
20030715-17:30,29
20030715-18:00,29
20030715-18:30,29
20030715-19:30,29
20030715-20:00,28
20030715-20:30,28
20030715-21:00,28
20030715-21:30,28
20030715-22:00,28
20030715-22:30,28
20030715-23:00,28
20030715-23:30,28
20030716-00:00,28
20030716-00:30,28
20030716-01:30,28
20030716-02:00,28
20030716-02:30,29
20030716-03:30,28
20030716-04:00,29
20030716-04:30,30
20030716-05:00,31
20030716-05:30,32
20030716-06:00,33
20030716-06:30,33
20030716-07:00,
20030716-09:30,32
20030716-10:30,33
20030716-11:00,34
20030716-11:30,33
20030716-12:00,33
20030716-12:30,33
20030716-13:00,32
20030716-14:00,32
20030716-14:30,32
20030716-15:00,31
20030716-15:30,31
20030716-16:00,31
20030716-16:30,31
20030716-17:00,31
20030716-17:30,31
20030716-18:00,31
20030716-18:30,30
20030716-19:00,30
20030716-19:30,30
20030716-20:00,30
20030716-20:30,30
20030716-21:00,30
20030716-21:30,29
20030716-22:00,29
20030716-22:30,29
20030716-23:00,29
20030716-23:30,29
20030717-00:00,29
20030717-00:30,29
20030717-01:30,29
20030717-02:00,28
20030717-02:30,29
20030717-03:00,29
20030717-03:30,30
20030717-04:00,30
20030717-04:30,30
20030717-05:00,30
20030717-05:30,30
20030717-06:00,31
20030717-06:30,31
20030717-07:00,32
20030717-07:30,33
20030717-08:30,30
20030717-09:00,31
20030717-09:30,31
20030717-10:00,31
20030717-10:30,33
20030717-11:00,33
20030717-11:30,34
20030717-12:00,34
20030717-14:00,33
20030717-14:30,31
20030717-15:00,30
20030717-15:30,30
20030717-16:00,30
20030717-16:30,30
20030717-17:00,30
20030717-17:30,30
20030717-18:00,30
20030717-18:30,29
20030717-18:51,29
20030717-19:30,29
20030717-20:00,29
20030717-20:30,29
20030717-21:30,29
20030717-22:00,29
20030717-22:30,29
20030717-23:00,27
20030718-01:30,26
20030718-02:00,26
20030718-02:30,26
20030718-03:00,27
20030718-04:00,27
20030718-04:30,28
20030718-05:00,28
20030718-05:30,29
20030718-06:00,30
20030718-06:30,31
20030718-07:00,32
20030718-07:30,32
20030718-08:00,33
20030718-08:30,30
20030718-09:00,29
20030718-09:30,28
20030718-10:00,29
20030718-10:30,29
20030718-11:00,30
20030718-11:30,30
20030718-12:00,30
20030718-12:30,30
20030718-13:00,30
20030718-13:30,29
20030718-14:00,29
20030718-14:30,29
20030718-15:00,29
20030718-15:30,29
20030718-16:00,29
20030718-16:30,29
20030718-18:00,28
20030718-18:30,28
20030718-19:00,28
20030718-19:30,28
20030718-20:00,28
20030718-21:00,28
20030718-22:30,28
20030718-23:00,28
20030718-23:30,28
20030719-00:00,28
20030719-00:30,28
20030719-01:00,28
20030719-01:30,28
20030719-02:00,28
20030719-02:30,29
20030719-03:00,29
20030719-03:30,29
20030719-04:00,30
20030719-04:30,30
20030719-05:00,31
20030719-05:30,31
20030719-06:00,32
20030719-06:30,32
20030719-07:00,33
20030719-07:30,33
20030719-08:00,33
20030719-08:30,34
20030719-09:30,35
20030719-10:00,35
20030719-10:30,35
20030719-12:00,35
20030719-12:30,35
20030719-13:00,35
20030719-14:00,33
20030719-14:30,33
20030719-15:00,33
20030719-15:30,33
20030719-16:30,32
20030719-17:00,31
20030719-17:30,31
20030719-18:00,31
20030719-18:30,30
20030719-19:00,30
20030719-19:30,30
20030719-20:00,30
20030719-20:30,29
20030719-21:00,30
20030719-21:30,30
20030719-22:00,30
20030719-22:30,29
20030719-23:00,29
20030719-23:30,29
20030720-00:00,29
20030720-00:30,29
20030720-01:00,29
20030720-01:30,30
20030720-02:00,31
20030720-02:30,31
20030720-03:00,31
20030720-03:30,32
20030720-04:00,33
20030720-04:30,33
20030720-05:00,33
20030720-05:30,33
20030720-06:00,34
20030720-06:30,34
20030720-07:00,35
20030720-07:30,35
20030720-08:00,36
20030720-08:30,36
20030720-09:00,37
20030720-09:30,36
20030720-10:00,36
20030720-10:30,35
20030720-11:00,35
20030720-11:30,33
20030720-12:00,33
20030720-12:30,31
20030720-13:00,30
20030720-13:30,30
20030720-14:00,30
20030720-14:30,30
20030720-15:00,30
20030720-15:30,29
20030720-16:00,29
20030720-16:30,29
20030720-17:30,28
20030720-18:00,28
20030720-18:30,28
20030720-19:00,29
20030720-20:00,28
20030720-20:30,29
20030720-21:00,28
20030720-21:30,29
20030720-22:00,28
20030720-22:30,28
20030720-23:00,28
20030720-23:30,27
20030721-01:30,
20030721-02:00,
20030721-02:30,
20030721-03:00,26
20030721-03:30,26
20030721-04:00,26
20030721-04:30,26
20030721-05:00,26
20030721-05:30,26
20030721-06:00,26
20030721-06:30,26
20030721-07:00,27
20030721-07:30,27
20030721-08:00,27
20030721-08:30,27
20030721-09:00,28
20030721-09:30,28
20030721-10:00,28
20030721-10:30,29
20030721-11:00,29
20030721-11:30,30
20030721-12:00,30
20030721-12:30,29
20030721-13:00,29
20030721-14:00,28
20030721-14:30,29
20030721-15:00,29
20030721-15:30,28
20030721-16:00,28
20030721-16:30,28
20030721-17:00,28
20030721-17:30,27
20030721-18:00,27
20030721-18:30,28
20030721-19:00,28
20030721-19:30,28
20030721-20:00,28
20030721-20:30,28
20030721-22:00,28
20030721-22:30,28
20030721-23:00,28
20030721-23:30,28
20030722-00:00,28
20030722-00:30,28
20030722-01:00,28
20030722-01:30,28
20030722-02:00,28
20030722-02:30,29
20030722-03:00,29
20030722-03:30,30
20030722-04:00,30
20030722-04:30,31
20030722-05:00,31
20030722-05:30,32
20030722-06:00,32
20030722-06:30,32
20030722-07:00,33
20030722-07:30,33
20030722-08:00,33
20030722-08:30,33
20030722-09:00,33
20030722-09:30,32
20030722-10:00,29
20030722-10:30,29
20030722-11:00,28
20030722-11:30,29
20030722-12:00,30
20030722-12:30,30
20030722-13:00,31
20030722-13:30,31
20030722-14:00,30
20030722-15:00,30
20030722-15:30,29
20030722-16:00,29
20030722-16:30,29
20030722-17:00,28
20030722-17:30,28
20030722-18:00,28
20030722-18:30,28
20030722-19:00,28
20030722-19:30,29
20030722-20:00,28
20030722-20:30,28
20030722-21:00,28
20030722-21:30,28
20030722-22:00,28
20030722-22:30,28
20030722-23:00,28
20030722-23:30,28
20030723-00:00,28
20030723-00:30,28
20030723-01:00,28
20030723-01:30,28
20030723-02:00,29
20030723-03:00,32
20030723-03:30,32
20030723-04:00,32
20030723-04:30,32
20030723-05:00,32
20030723-05:30,32
20030723-06:00,33
20030723-06:30,33
20030723-07:00,33
20030723-07:30,33
20030723-08:00,34
20030723-09:00,34
20030723-09:30,34
20030723-10:00,34
20030723-10:30,34
20030723-11:00,34
20030723-11:30,35
20030723-12:00,35
20030723-12:30,35
20030723-13:00,35
20030723-13:30,34
20030723-14:00,34
20030723-14:30,33
20030723-15:00,33
20030723-15:30,32
20030723-16:00,33
20030723-16:30,32
20030723-17:30,31
20030723-18:00,32
20030723-18:30,31
20030723-19:00,31
20030723-19:30,31
20030723-20:00,31
20030723-20:30,30
20030723-21:00,30
20030723-21:30,31
20030723-22:00,30
20030723-22:30,30
20030723-23:00,30
20030723-23:30,29
20030724-00:30,26
20030724-01:00,27
20030724-01:30,27
20030724-02:30,29
20030724-03:00,30
20030724-03:30,31
20030724-04:00,31
20030724-04:30,32
20030724-05:00,32
20030724-05:30,32
20030724-06:00,32
20030724-06:30,33
20030724-07:00,33
20030724-07:30,34
20030724-07:51,34
20030724-08:30,34
20030724-09:00,35
20030724-09:30,35
20030724-10:00,34
20030724-10:30,34
20030724-11:00,34
20030724-11:30,35
20030724-12:00,35
20030724-12:30,35
20030724-13:30,34
20030724-14:00,33
20030724-14:30,33
20030724-15:00,33
20030724-15:30,33
20030724-16:00,32
20030724-16:30,32
20030724-17:00,31
20030724-17:30,31
20030724-18:00,31
20030724-18:30,31
20030724-19:00,31
20030724-19:30,31
20030724-20:00,30
20030724-20:30,30
20030724-21:00,30
20030724-21:30,30
20030724-22:00,30
20030724-22:30,30
20030724-23:00,30
20030724-23:30,30
20030725-00:00,30
20030725-00:30,30
20030725-01:00,30
20030725-01:30,31
20030725-02:00,32
20030725-03:00,33
20030725-03:30,34
20030725-04:00,35
20030725-04:30,35
20030725-05:00,35
20030725-05:30,35
20030725-06:00,35
20030725-06:30,36
20030725-07:00,36
20030725-07:30,36
20030725-08:00,36
20030725-08:30,37
20030725-09:00,37
20030725-09:30,37
20030725-10:00,37
20030725-10:30,37
20030725-11:00,37
20030725-11:30,35
20030725-12:30,35
20030725-13:30,35
20030725-14:00,34
20030725-14:30,34
20030725-15:30,32
20030725-17:00,32
20030725-17:30,32
20030725-18:00,32
20030725-18:30,32
20030725-19:00,31
20030725-19:30,31
20030725-20:00,32
20030725-20:30,31
20030725-21:00,31
20030725-21:30,31
20030725-22:00,31
20030725-23:00,30
20030725-23:30,30
20030726-00:00,31
20030726-00:30,31
20030726-01:00,29
20030726-01:30,29
20030726-02:00,29
20030726-02:30,30
20030726-03:00,30
20030726-04:00,30
20030726-04:30,30
20030726-05:00,31
20030726-05:30,31
20030726-06:00,32
20030726-06:30,32
20030726-07:00,32
20030726-07:30,32
20030726-08:00,33
20030726-08:30,34
20030726-09:00,34
20030726-09:30,35
20030726-10:00,35
20030726-10:30,35
20030726-11:00,35
20030726-11:30,35
20030726-12:00,35
20030726-12:30,35
20030726-13:00,35
20030726-13:30,34
20030726-14:00,33
20030726-14:30,33
20030726-15:00,30
20030726-15:30,30
20030726-16:00,29
20030726-17:00,29
20030726-17:30,29
20030726-18:00,28
20030726-18:30,28
20030726-19:00,27
20030726-19:30,28
20030726-20:00,28
20030726-20:30,28
20030726-21:00,28
20030726-21:30,29
20030726-22:00,29
20030726-22:30,29
20030726-23:00,29
20030726-23:30,29
20030727-00:00,29
20030727-00:30,28
20030727-01:00,29
20030727-01:30,29
20030727-02:00,29
20030727-02:30,30
20030727-03:00,30
20030727-03:30,31
20030727-04:00,31
20030727-04:30,32
20030727-05:00,33
20030727-05:30,34
20030727-06:00,34
20030727-06:30,35
20030727-07:30,35
20030727-08:30,34
20030727-09:00,34
20030727-09:30,34
20030727-10:00,35
20030727-10:30,35
20030727-11:00,35
20030727-11:30,35
20030727-12:00,33
20030727-12:30,33
20030727-13:00,28
20030727-13:21,28
20030727-14:00,28
20030727-14:30,29
20030727-15:00,29
20030727-15:30,28
20030727-16:00,29
20030727-16:30,29
20030727-17:00,29
20030727-17:30,29
20030727-18:00,29
20030727-18:30,29
20030727-19:30,29
20030727-20:00,29
20030727-20:30,29
20030727-21:00,29
20030727-21:30,29
20030727-22:00,29
20030727-22:30,29
20030727-23:00,29
20030727-23:30,29
20030728-00:00,29
20030728-00:30,29
20030728-01:00,29
20030728-01:30,29
20030728-02:00,29
20030728-02:30,30
20030728-04:30,30
20030728-06:00,
20030728-06:30,
20030728-07:00,30
20030728-07:30,30
20030728-08:30,32
20030728-09:00,32
20030728-09:30,32
20030728-10:00,32
20030728-10:30,33
20030728-11:00,33
20030728-11:30,33
20030728-12:00,32
20030728-13:00,32
20030728-13:30,30
20030728-15:00,29
20030728-15:30,29
20030728-16:00,29
20030728-16:30,29
20030728-17:00,28
20030728-17:30,28
20030728-18:00,28
20030728-18:30,28
20030728-19:00,28
20030728-19:30,28
20030728-20:00,28
20030728-20:30,28
20030728-21:00,28
20030728-21:30,28
20030728-22:00,28
20030728-22:30,28
20030728-23:00,28
20030728-23:30,27
20030729-00:00,27
20030729-00:30,28
20030729-01:30,28
20030729-02:00,29
20030729-02:30,29
20030729-03:00,29
20030729-03:30,29
20030729-04:00,30
20030729-04:30,30
20030729-05:00,30
20030729-05:30,31
20030729-06:00,31
20030729-06:30,32
20030729-07:00,32
20030729-07:30,32
20030729-08:00,31
20030729-08:30,32
20030729-09:00,31
20030729-09:30,31
20030729-10:00,31
20030729-10:30,33
20030729-11:00,32
20030729-11:30,33
20030729-12:00,32
20030729-12:30,32
20030729-13:00,28
20030729-13:30,28
20030729-14:30,27
20030729-15:30,27
20030729-16:00,27
20030729-16:30,27
20030729-17:00,27
20030729-17:30,28
20030729-18:30,28
20030729-19:00,28
20030729-19:30,28
20030729-20:00,28
20030729-20:30,28
20030729-21:00,28
20030729-21:30,28
20030729-22:00,27
20030729-22:30,27
20030729-23:00,27
20030729-23:30,27
20030730-00:00,27
20030730-00:30,27
20030730-01:00,27
20030730-01:30,28
20030730-02:00,28
20030730-02:30,29
20030730-03:00,29
20030730-03:30,29
20030730-04:00,28
20030730-05:00,28
20030730-06:00,26
20030730-06:30,26
20030730-07:00,26
20030730-07:30,27
20030730-08:00,27
20030730-08:30,27
20030730-09:00,28
20030730-09:30,28
20030730-10:00,27
20030730-10:30,28
20030730-11:00,27
20030730-11:30,28
20030730-12:00,28
20030730-12:30,28
20030730-13:00,29
20030730-13:30,29
20030730-14:00,29
20030730-14:30,28
20030730-15:00,28
20030730-15:30,28
20030730-16:00,28
20030730-16:30,28
20030730-17:00,28
20030730-17:30,28
20030730-18:30,28
20030730-19:00,28
20030730-19:30,28
20030730-20:00,28
20030730-20:30,28
20030730-21:00,28
20030730-21:30,28
20030730-22:00,28
20030730-22:30,28
20030730-23:00,28
20030730-23:30,28
20030731-00:00,28
20030731-00:30,27
20030731-01:00,27
20030731-01:30,28
20030731-02:00,28
20030731-03:00,28
20030731-03:30,28
20030731-04:00,29
20030731-04:30,28
20030731-05:00,29
20030731-05:30,29
20030731-06:00,29
20030731-06:30,30
20030731-07:00,30
20030731-07:30,30
20030731-08:00,30
20030731-08:30,30
20030731-09:30,30
20030731-10:00,30
20030731-10:30,31
20030731-11:00,31
20030731-11:30,31
20030731-12:30,31
20030731-13:00,31
20030731-14:00,30
20030731-14:30,29
20030731-15:00,29
20030731-15:30,29
20030731-16:00,29
20030731-16:30,29
20030731-17:30,29
20030731-18:30,29
20030731-19:00,29
20030731-19:30,29
20030731-20:00,28
20030731-20:30,28
20030731-21:00,28
20030731-21:30,28
20030731-22:00,28
20030731-22:30,28
20030731-23:30,27
20030801-00:00,27
20030801-00:30,27
20030801-01:00,27
20030801-01:30,27
20030801-02:00,28
20030801-02:30,28
20030801-03:30,28
20030801-04:00,28
20030801-04:30,29
20030801-05:00,28
20030801-05:30,29
20030801-07:30,28
20030801-08:30,28
20030801-08:50,28
20030801-09:00,29
20030801-09:30,30
20030801-10:00,30
20030801-10:30,31
20030801-11:00,29
20030801-12:00,29
20030801-12:30,29
20030801-13:00,29
20030801-13:30,28
20030801-14:00,28
20030801-14:30,28
20030801-15:00,28
20030801-15:30,27
20030801-16:00,27
20030801-16:30,27
20030801-17:00,28
20030801-17:30,28
20030801-18:00,28
20030801-18:30,27
20030801-19:00,27
20030801-19:30,27
20030801-20:00,27
20030801-20:30,27
20030801-21:00,27
20030801-21:30,27
20030801-22:00,27
20030801-22:30,27
20030801-23:00,26
20030801-23:30,26
20030802-00:00,27
20030802-00:30,27
20030802-01:00,27
20030802-01:30,27
20030802-02:00,27
20030802-02:30,28
20030802-03:30,28
20030802-04:00,28
20030802-04:30,28
20030802-05:00,28
20030802-05:30,
20030802-06:00,
20030802-06:30,27
20030802-07:00,28
20030802-07:30,27
20030802-08:30,27
20030802-09:00,27
20030802-09:30,28
20030802-10:00,28
20030802-10:30,28
20030802-11:00,28
20030802-11:30,28
20030802-12:00,27
20030802-12:30,27
20030802-13:00,27
20030802-13:30,27
20030802-14:00,27
20030802-14:30,27
20030802-15:00,27
20030802-15:30,27
20030802-16:00,27
20030802-17:30,27
20030802-19:30,27
20030802-20:00,27
20030802-21:00,27
20030802-21:21,27
20030802-22:00,27
20030802-22:30,27
20030802-23:00,27
20030802-23:30,27
20030803-00:00,27
20030803-00:30,27
20030803-01:00,26
20030803-01:30,26
20030803-02:00,26
20030803-02:30,26
20030803-03:00,26
20030803-03:30,26
20030803-04:00,26
20030803-04:30,26
20030803-05:00,26
20030803-05:30,26
20030803-06:00,26
20030803-06:30,26
20030803-07:00,26
20030803-07:30,26
20030803-08:00,26
20030803-08:30,27
20030803-09:00,27
20030803-09:30,26
20030803-10:00,27
20030803-10:30,27
20030803-11:00,27
20030803-11:30,27
20030803-12:00,27
20030803-12:30,28
20030803-13:00,28
20030803-13:30,28
20030803-14:00,28
20030803-14:30,28
20030803-15:00,28
20030803-15:30,28
20030803-16:00,27
20030803-16:30,27
20030803-17:00,27
20030803-17:30,27
20030803-18:00,27
20030803-18:30,27
20030803-19:00,27
20030803-19:30,27
20030803-20:00,27
20030803-20:30,27
20030803-21:00,27
20030803-21:30,27
20030803-22:00,27
20030803-22:30,27
20030803-23:00,27
20030803-23:30,27
20030804-00:00,26
20030804-00:30,26
20030804-01:00,26
20030804-01:30,26
20030804-02:00,26
20030804-02:30,26
20030804-03:00,27
20030804-03:30,27
20030804-04:00,28
20030804-04:30,29
20030804-05:00,29
20030804-05:30,29
20030804-06:00,30
20030804-06:30,29
20030804-07:00,29
20030804-07:30,30
20030804-08:00,31
20030804-08:30,31
20030804-09:00,31
